time,ax_measure,ax_ideal,ay_measure,ay_ideal
0.058,-0.24161003174046616,-0.1972610288543256,-0.026217200741164258,-0.007191864079214
0.059000000000000004,-0.21844953791012384,-0.19725647113538647,-0.03879705420928061,-0.007315805411259536
0.06,-0.1797164333281944,-0.19725183554271644,0.03492291878370273,-0.007439743855140956
0.061,-0.21883176064718834,-0.19724712207814565,-0.04688641770277337,-0.007563679361929323
0.062,-0.19275281690871324,-0.1972423307435348,-0.03703458651612935,-0.007687611882696864
0.063,-0.23098634815112204,-0.19723746154077554,-0.041260268832728444,-0.0078115413685169825
0.064,-0.2079667983744097,-0.1972325144717901,0.014960576678504636,-0.007935467770464279
0.065,-0.24223197781501962,-0.19722748953853148,0.02157499466890985,-0.008059391039614575
0.066,-0.18311984089225594,-0.19722238674298348,-0.005976407092711425,-0.008183311127044922
0.067,-0.2154104579783108,-0.19721720608716062,-0.05795460034265114,-0.008307227983833636
0.068,-0.29495351500900713,-0.1972119475731081,0.02338575536730708,-0.008431141561060304
0.069,-0.19309186629691943,-0.1972066112029019,-0.04310182727097826,-0.008555051809805807
0.07,-0.16775309341801828,-0.1972011969786487,-0.0607176572862463,-0.008678958681152342
0.07100000000000001,-0.15999569191182883,-0.19719570490248609,-0.005824174008172327,-0.008802862126183437
0.07200000000000001,-0.17383825160995928,-0.1971901349765821,-0.05240503352022972,-0.008926762095983974
0.073,-0.18239332469703695,-0.19718448720313572,-0.03454097587452461,-0.009050658541640208
0.074,-0.2011812101489253,-0.1971787615843766,0.040116489374753365,-0.009174551414239784
0.075,-0.16020020380013797,-0.19717295812256513,0.008639500697727722,-0.009298440664871762
0.076,-0.14902353429598197,-0.1971670768199924,0.006554803648029918,-0.009422326244626621
0.077,-0.18976498187059468,-0.19716111767898026,0.010665264912254682,-0.0095462081045963
0.078,-0.20786016970024415,-0.19715508070188129,-0.020851958005865305,-0.009670086195874204
0.079,-0.17545880163912325,-0.1971489658910788,0.0007206474893395789,-0.00979396046955522
0.08,-0.2700555651915111,-0.19714277324898682,-0.015373852786117791,-0.009917830876735752
0.081,-0.18725099833061368,-0.1971365027780501,0.0015712534336381565,-0.01004169736851372
0.082,-0.22480118955943398,-0.19713015448074409,-0.02777828318417761,-0.010165559895988599
0.083,-0.1479499274416309,-0.19712372835957506,0.02224681855136676,-0.010289418410261418
0.084,-0.1860228249231274,-0.1971172244170799,-0.06799040921511446,-0.010413272862434805
0.085,-0.22311271928595416,-0.1971106426558263,0.0387964170193595,-0.010537123203612983
0.08600000000000001,-0.20735611268534831,-0.19710398307841256,-0.03403405890121798,-0.01066096938490179
0.08700000000000001,-0.15860714902823,-0.19709724568746786,0.020319800423573994,-0.010784811357408726
0.088,-0.21252337056366533,-0.197090430485652,-0.013669480048046839,-0.01090864907224293
0.089,-0.2626546044261181,-0.19708353747565546,0.002541629319473767,-0.011032482480515244
0.09,-0.10198504933359867,-0.19707656666019954,-0.007352479411075861,-0.011156311533338197
0.091,-0.14934692853141174,-0.19706951804203618,-0.07711690315750297,-0.011280136181826035
0.092,-0.23288413224781107,-0.1970623916239481,-0.029817762369444917,-0.011403956377094755
0.093,-0.17978359289556356,-0.19705518740874867,-0.0015121815319249672,-0.011527772070262099
0.094,-0.23365664865068628,-0.19704790539928196,-0.05499468061593434,-0.011651583212447596
0.095,-0.20254814666987353,-0.19704054559842288,-0.01894780120688578,-0.011775389754772565
0.096,-0.22140524788509794,-0.1970331080090769,0.003506427148896471,-0.011899191648360145
0.097,-0.17890656002312505,-0.1970255926341803,-0.002564954451732283,-0.012022988844335312
0.098,-0.22509770569724202,-0.19701799947669996,0.018995772030947808,-0.012146781293824883
0.099,-0.2265351755128898,-0.19701032853963366,0.008008586359345747,-0.012270568947957574
0.1,-0.21973098510017397,-0.19700257982600963,0.00030821319874874305,-0.01239435175786397
0.101,-0.24906996250140556,-0.19699475333888705,0.008714086004194823,-0.012518129674676583
0.10200000000000001,-0.13871281408381536,-0.1969868490813556,0.027150673062356846,-0.012641902649529847
0.10300000000000001,-0.22554863065629957,-0.19697886705653586,-0.05153192389106356,-0.012765670633560154
0.10400000000000001,-0.18599359613737548,-0.1969708072675789,0.010132127240984808,-0.012889433577905866
0.105,-0.2121458761973251,-0.19696266971766668,-0.0155337149126074,-0.013013191433707326
0.106,-0.15376247659730952,-0.19695445441001175,-0.041573789246795334,-0.013136944152106905
0.107,-0.22391328612013403,-0.19694616134785733,0.024153259445175657,-0.013260691684248977
0.108,-0.228547951976952,-0.19693779053447746,-0.03955463672923718,-0.01338443398127998
0.109,-0.21547873503908194,-0.1969293419731768,-0.06992653260889775,-0.013508170994348418
0.11,-0.265839935111514,-0.19692081566729067,-0.05794676123438574,-0.013631902674604873
0.111,-0.2066815188153759,-0.19691221162018513,-0.02088828299438167,-0.013755628973202042
0.112,-0.2315923267171452,-0.19690352983525694,-0.0355285798053771,-0.01387934984129474
0.113,-0.1448644621403913,-0.19689477031593353,-0.00017324757899854146,-0.014003065230039925
0.114,-0.2165803791951458,-0.19688593306567298,0.013867535305360945,-0.014126775090596722
0.115,-0.2174488520849672,-0.19687701808796415,0.01361772091987524,-0.01425047937412644
0.116,-0.21674931144463122,-0.1968680253863265,-0.004590247640168044,-0.014374178031792587
0.117,-0.18226042058153905,-0.19685895496431025,0.01612895411554289,-0.014497871014760888
0.11800000000000001,-0.15706697417412707,-0.1968498068254962,-0.09458483052470483,-0.014621558274199314
0.11900000000000001,-0.2307193382851769,-0.19684058097349588,0.0013673212125789765,-0.014745239761278096
0.12,-0.14302353636562393,-0.19683127741195158,-0.06403624467841547,-0.014868915427169739
0.121,-0.16294649468051364,-0.19682189614453616,-0.015932742467203047,-0.014992585223049047
0.122,-0.19405979818778177,-0.1968124371749532,0.01755854057879825,-0.015116249100093147
0.123,-0.23219534303313355,-0.19680290050693694,-0.047205384239489084,-0.0152399070094815
0.124,-0.16031062076522026,-0.19679328614425234,-0.053248146273076113,-0.01536355890239592
0.125,-0.16770032559779618,-0.19678359409069496,-0.03989359975692408,-0.015487204730020594
0.126,-0.1887792364903998,-0.19677382435009108,-0.00780915733124905,-0.01561084444354211
0.127,-0.2505992556274612,-0.19676397692629766,0.024925515409791092,-0.015734477994149468
0.128,-0.18759509436365127,-0.19675405182320227,-0.035801915747710134,-0.0158581053330341
0.129,-0.15646909157565336,-0.1967440490447232,0.022487600908766153,-0.015981726411389893
0.13,-0.2077009247842404,-0.1967339685948094,-0.03377225563191354,-0.016105341180413197
0.131,-0.19643262324181962,-0.19672381047744047,-0.052660561042511,-0.016228949591302867
0.132,-0.1694945089873195,-0.19671357469662665,-0.05245091152250167,-0.016352551595260254
0.133,-0.15117787930476764,-0.1967032612564089,-0.023338116481180688,-0.016476147143489245
0.134,-0.156022677048079,-0.19669287016085876,0.029354896542382037,-0.016599736187196273
0.135,-0.2087027154280856,-0.19668240141407853,0.009788360118541797,-0.016723318677590346
0.136,-0.16103234578368436,-0.19667185502020107,-0.013551689578381716,-0.01684689456588305
0.137,-0.19751056346364906,-0.19666123098338992,-0.03306156735678276,-0.016970463803288587
0.138,-0.2319091466931751,-0.19665052930783927,-0.05246133778102342,-0.017094026341023767
0.139,-0.1589408059498559,-0.196639749997774,0.0046199996724362175,-0.017217582130308072
0.14,-0.2177310480562616,-0.19662889305744963,-0.029544897757901423,-0.017341131122363622
0.14100000000000001,-0.17870533303180344,-0.19661795849115224,-0.002536091998794685,-0.017464673268415234
0.14200000000000002,-0.14494164310580943,-0.1966069463031987,-0.04808766603038929,-0.01758820851969043
0.14300000000000002,-0.22693289448103654,-0.1965958564979364,-0.047570620945674436,-0.017711736827419444
0.14400000000000002,-0.1677611879628443,-0.19658468907974344,-0.04155470593218799,-0.01783525814283526
0.145,-0.1864609380369123,-0.1965734440530285,0.02021842483889285,-0.017958772417173613
0.146,-0.1417388920730628,-0.196562121422231,-0.019545928052329915,-0.018082279601673034
0.147,-0.18338930468893255,-0.1965507211918209,-0.020741375234485573,-0.018205779647574832
0.148,-0.20206906224368115,-0.19653924336629883,0.013026134727264754,-0.018329272506123147
0.149,-0.24036328741366983,-0.19652768795019607,0.01760651924447069,-0.01845275812856496
0.15,-0.1478430932431588,-0.1965160549480745,-0.06992621826418086,-0.0185762364661501
0.151,-0.19950136872877855,-0.19650434436452666,-0.030274881755763598,-0.018699707470131274
0.152,-0.1877006418149759,-0.1964925562041757,-0.03507535429616336,-0.018823171091764086
0.153,-0.20533294643641664,-0.19648069047167535,-0.0045970388119494915,-0.018946627282307046
0.154,-0.1506193818699046,-0.1964687471717101,-0.018312866116659093,-0.01907007599302162
0.155,-0.16356592678871457,-0.1964567263089949,-0.04809708046340675,-0.019193517175172196
0.156,-0.17878317243337466,-0.19644462788827546,-0.02376335387652756,-0.01931695078002616
0.157,-0.21848384625237738,-0.196432451914328,0.017238188081173517,-0.01944037675885388
0.158,-0.24309027409930842,-0.1964201983919594,0.01855995947267468,-0.01956379506292873
0.159,-0.2305903107211974,-0.19640786732600718,-0.025725163557366853,-0.019687205643527123
0.16,-0.1591136771744391,-0.19639545872133946,-0.04771628576092643,-0.019810608451928512
0.161,-0.11191369253472165,-0.19638297258285492,-0.033270027772646066,-0.01993400343941542
0.162,-0.26492006290542186,-0.19637040891548288,-0.005392335594408796,-0.020057390557273465
0.163,-0.19261213575454517,-0.19635776772418334,0.00943644150837639,-0.02018076975679137
0.164,-0.18729177202224948,-0.1963450490139468,-0.0960685493220191,-0.020304140989260974
0.165,-0.22493573303753644,-0.19633225278979444,-0.021450451115807706,-0.020427504205977273
0.166,-0.21193720967726531,-0.19631937905677796,0.008313025173177585,-0.020550859358238416
0.167,-0.19081701142865787,-0.19630642781997973,-0.05142815321020423,-0.02067420639734575
0.168,-0.2935965618413555,-0.1962933990845127,-0.009731947242633189,-0.020797545274603816
0.169,-0.2551637656427481,-0.1962802928555204,-0.00044199040968999,-0.020920875941320378
0.17,-0.21244733254137,-0.19626710913817694,-0.05418619733257728,-0.021044198348806435
0.171,-0.20105742145884986,-0.19625384793768708,-0.06590204388239916,-0.021167512448376263
0.17200000000000001,-0.16637464657480064,-0.1962405092592861,0.032536242045827946,-0.021290818191347406
0.17300000000000001,-0.1857221970250114,-0.19622709310823994,0.005831346394216841,-0.02141411552904071
0.17400000000000002,-0.22896481795072213,-0.19621359948984504,-0.03681207591766495,-0.021537404412780334
0.17500000000000002,-0.21018231190099634,-0.1962000284094285,-0.02560456490230311,-0.02166068479389378
0.176,-0.25370060972048747,-0.19618637987234794,-0.06220603109542764,-0.02178395662371191
0.177,-0.1702640253881611,-0.19617265388399158,-0.0172484701065528,-0.021907219853568957
0.178,-0.207626526572609,-0.19615885044977827,-0.05162091836893756,-0.022030474434802553
0.179,-0.21592786582093906,-0.19614496957515737,-0.008729461809448431,-0.022153720318753737
0.18,-0.20779823560528268,-0.19613101126560878,0.020983926179951474,-0.022276957456766982
0.181,-0.17458606633419804,-0.1961169755266431,0.027122987894522367,-0.022400185800190223
0.182,-0.24667250604480886,-0.19610286236380134,-0.042247848382871725,-0.022523405300374864
0.183,-0.15422868213015647,-0.19608867178265518,-0.03558669629063064,-0.022646615908675796
0.184,-0.1907689076470783,-0.1960744037888069,0.003961690435302274,-0.022769817576451416
0.185,-0.21384389443233318,-0.19606005838788917,-0.04983419807078661,-0.022893010255063663
0.186,-0.23472545035028808,-0.1960456355855654,0.019366590850634892,-0.023016193895878008
0.187,-0.13753359500392554,-0.19603113538752948,-0.06553556274682579,-0.02313936845026352
0.188,-0.13989890411683142,-0.19601655779950583,0.011710557155973925,-0.023262533869592823
0.189,-0.22255387002718188,-0.19600190282724947,-0.03680208198579148,-0.023385690105242166
0.19,-0.22828563815507938,-0.19598717047654596,-0.01942609343019551,-0.023508837108591397
0.191,-0.15261286490001622,-0.19597236075321134,-0.046941619519174776,-0.023631974831024062
0.192,-0.19681805693038656,-0.19595747366309232,-0.0026935900848465873,-0.023755103223927314
0.193,-0.1717483386733557,-0.19594250921206607,-0.013498239559936084,-0.02387822223869203
0.194,-0.23240190605473876,-0.1959274674060403,0.030519731736162,-0.024001331826712755
0.195,-0.16096538266489605,-0.19591234825095333,-0.050167408237907544,-0.024124431939387785
0.196,-0.16768240139023105,-0.1958971517527739,-0.06292723099858133,-0.02424752252811914
0.197,-0.22744053159214495,-0.19588187791750136,-0.0906209937208092,-0.024370603544312613
0.198,-0.19135652337871922,-0.1958665267511656,-0.014786204317589617,-0.024493674939377763
0.199,-0.22649261116735064,-0.195851098259827,-0.02861761666836109,-0.02461673666472795
0.2,-0.19064299617053412,-0.1958355924495765,-0.01729151096565125,-0.024739788671780352
0.201,-0.2358697091101352,-0.19582000932653548,-0.018672534407620452,-0.024862830911955992
0.202,-0.22121091765945922,-0.19580434889685602,0.002581721599351529,-0.02498586333667974
0.203,-0.15034780279983706,-0.19578861116672058,0.015088477121736329,-0.025108885897380338
0.20400000000000001,-0.17663250583649923,-0.1957727961423421,0.03517830836966265,-0.025231898545490437
0.20500000000000002,-0.1822570192467263,-0.1957569038299642,-0.04228786415462382,-0.025354901232446585
0.20600000000000002,-0.22717230205851308,-0.1957409342358608,0.03455285256900088,-0.025477893909689266
0.20700000000000002,-0.2229172797894731,-0.19572488736633653,-0.017466248048074964,-0.02560087652866293
0.20800000000000002,-0.18844266990472458,-0.1957087632277264,-0.07057935094146386,-0.02572384904081598
0.209,-0.14745717868630479,-0.195692561826396,-0.01929351919370408,-0.02584681139760081
0.21,-0.19914936270671763,-0.19567628316874133,-0.014479927064564755,-0.025969763550473837
0.211,-0.19900919985681043,-0.195659927261189,0.0054100936370875055,-0.026092705450895495
0.212,-0.20435258594609365,-0.19564349411019605,-0.04316481335455468,-0.026215637050330275
0.213,-0.21800857485927191,-0.19562698372225001,-0.023116999663617417,-0.026338558300246725
0.214,-0.18402668087215843,-0.19561039610386893,-0.003899712812146204,-0.026461469152117473
0.215,-0.2124259297922467,-0.19559373126160134,-0.020929483784310185,-0.026584369557419264
0.216,-0.16967092428606403,-0.19557698920202626,0.022633811197005294,-0.02670725946763298
0.217,-0.23328089611513958,-0.19556016993175315,-0.01846656775043535,-0.02683013883424362
0.218,-0.22226140328143937,-0.19554327345742206,-0.09053881758291564,-0.02695300760874035
0.219,-0.14975538800438076,-0.19552629978570343,0.022120953249098567,-0.02707586574261653
0.22,-0.19476146960407842,-0.19550924892329816,-0.03927016840506425,-0.027198713187369716
0.221,-0.23409583506260345,-0.1954921208769377,-0.05421380331267972,-0.027321549894501678
0.222,-0.23693037323394575,-0.1954749156533839,-0.02013456925771627,-0.02744437581551843
0.223,-0.14335679563201845,-0.19545763325942914,0.05055861981828756,-0.027567190901930248
0.224,-0.2351823577757621,-0.1954402737018962,0.004603053017309053,-0.027689995105251677
0.225,-0.20356341467922978,-0.1954228369876384,-0.005190271916712657,-0.027812788377001563
0.226,-0.19716811889956185,-0.19540532312353945,-0.031641493292579204,-0.02793557066870307
0.227,-0.17101160944142985,-0.19538773211651356,-0.016837985430278327,-0.02805834193188369
0.228,-0.16376060542466583,-0.19537006397350537,0.015538918491814071,-0.028181102118075268
0.229,-0.24060628968625347,-0.19535231870148997,-0.05367625533486706,-0.028303851178814038
0.23,-0.1763479601105871,-0.19533449630747296,-0.017374747743445995,-0.02842658906564061
0.231,-0.18004504206006977,-0.19531659679849028,0.017654666618241277,-0.028549315730100007
0.232,-0.15925439355457924,-0.19529862018160843,-0.0165821368547979,-0.028672031123741684
0.233,-0.18628568730721468,-0.19528056646392425,-0.03520740821305033,-0.028794735198119554
0.234,-0.15060683330733016,-0.1952624356525651,-0.031011946817752364,-0.02891742790479199
0.23500000000000001,-0.1926609155678645,-0.1952442277546887,0.0017098843635665467,-0.02904010919532185
0.23600000000000002,-0.13618126198687425,-0.19522594277748323,-0.07856640363244961,-0.02916277902127651
0.23700000000000002,-0.18205282536232312,-0.19520758072816738,-0.01843300018569754,-0.02928543733422786
0.23800000000000002,-0.18761471400886082,-0.19518914161399012,-0.01409350306050159,-0.029408084085752344
0.23900000000000002,-0.22678726677979397,-0.19517062544223093,-0.058186134447277896,-0.029530719227430963
0.24,-0.20899670878238902,-0.19515203222019978,0.006176419539489074,-0.02965334271084931
0.241,-0.21729772811817524,-0.19513336195523687,-0.07317635690786273,-0.02977595448759757
0.242,-0.2007154139493194,-0.195114614654713,-0.0923008989106273,-0.029898554509270557
0.243,-0.17899374460219628,-0.19509579032602928,0.024435557345261982,-0.030021142727467726
0.244,-0.16907468361476097,-0.19507688897661724,-0.013172692130959212,-0.03014371909379319
0.245,-0.16963562242813102,-0.1950579106139389,-0.04430470128322256,-0.030266283559855743
0.246,-0.1344562917213991,-0.19503885524548653,-0.002369485432149477,-0.03038883607726887
0.247,-0.19285697170283536,-0.19501972287878294,-0.020763058671192852,-0.030511376597650776
0.248,-0.17739105417120904,-0.19500051352138126,-0.023998717403390803,-0.030633905072624416
0.249,-0.17011196153959135,-0.19498122718086508,-0.010056313772984774,-0.030756421453817472
0.25,-0.23244052523315542,-0.19496186386484832,-0.06289016810527945,-0.030878925692862436
0.251,-0.17015161511582147,-0.1949424235809753,-0.05598306076742958,-0.031001417741396555
0.252,-0.16918407117663925,-0.19492290633692072,-0.057810697868858674,-0.031123897551061923
0.253,-0.1713532215457342,-0.1949033121403897,-0.04093760165231367,-0.031246365073505443
0.254,-0.1856474989136016,-0.19488364099911776,-0.01708828162449961,-0.031368820260378884
0.255,-0.16742080180623045,-0.19486389292087067,-0.0049465356991877305,-0.03149126306333887
0.256,-0.1781149624555228,-0.19484406791344475,-0.06410638225876895,-0.031613693434046915
0.257,-0.24321298764337332,-0.1948241659846665,0.026229000856663354,-0.031736111324169466
0.258,-0.22443341724772867,-0.19480418714239298,0.001520025177565311,-0.03185851668537787
0.259,-0.23758238906626664,-0.19478413139451148,-0.06158951272423138,-0.03198090946934842
0.26,-0.21806360255047444,-0.19476399874893965,-0.07254738834834809,-0.0321032896277624
0.261,-0.21724308144808274,-0.19474378921362562,-0.081345283438173,-0.03222565711230606
0.262,-0.2136064134931421,-0.19472350279654774,0.03053728138881471,-0.03234801187467063
0.263,-0.16148131970695292,-0.19470313950571477,0.003769037747065676,-0.03247035386655241
0.264,-0.11890312862725379,-0.19468269934916585,-0.041136969799242834,-0.032592683039652716
0.265,-0.23500056031986494,-0.1946621823349704,-0.021567109505170965,-0.03271499934567793
0.266,-0.19319832960753242,-0.1946415884712282,0.033070746824077145,-0.03283730273633951
0.267,-0.19389704843598893,-0.19462091776606943,-0.01892114189605132,-0.032959593163354006
0.268,-0.19164734023874794,-0.1946001702276545,-0.012175973343953348,-0.033081870578443105
0.269,-0.204969711857769,-0.19457934586417425,-0.04099740978505896,-0.033204134933333615
0.27,-0.16304837068944397,-0.19455844468384978,-0.052730646520312535,-0.03332638617975751
0.271,-0.18493285785150929,-0.19453746669493258,-0.03382603253008532,-0.03344862426945191
0.272,-0.21304049870563996,-0.1945164119057044,-0.027468186287369658,-0.033570849154159185
0.273,-0.23134684203626046,-0.19449528032447733,-0.03297277733012084,-0.03369306078562688
0.274,-0.2164384126778574,-0.19447407195959382,-0.0655514428898329,-0.03381525911560777
0.275,-0.22382738782653358,-0.19445278681942654,-0.07996545274246541,-0.03393744409585988
0.276,-0.22359771795002523,-0.1944314249123786,0.018032476853733326,-0.03405961567814653
0.277,-0.2125740423592561,-0.1944099862468833,-0.05061524208425626,-0.034181773814236316
0.278,-0.2179418564947292,-0.1943884708314043,-0.10179417268653199,-0.03430391845590314
0.279,-0.23467211359773202,-0.1943668786744355,-0.024120865700415266,-0.034426049554926216
0.28,-0.20015684207847037,-0.19434520978450118,0.011043915606558034,-0.034548167063090135
0.281,-0.22867958038944494,-0.1943234641701559,-0.06735700866602332,-0.03467027093218483
0.28200000000000003,-0.11847982164535871,-0.19430164183998444,-0.03774848828824457,-0.034792361114005646
0.28300000000000003,-0.2523143772681964,-0.19427974280260193,-0.03051520943486638,-0.03491443756035329
0.28400000000000003,-0.2292516846835303,-0.19425776706665376,-0.10469893827813585,-0.03503650022303392
0.28500000000000003,-0.22061628079397738,-0.1942357146408156,-0.021652159977050243,-0.03515854905385914
0.28600000000000003,-0.18101035093544338,-0.1942135855337934,-0.002379167672554805,-0.03528058400464599
0.28700000000000003,-0.21889097061000937,-0.19419137975432338,-0.03130872495428744,-0.03540260502721702
0.28800000000000003,-0.18014679087999802,-0.19416909731117202,-0.0225066374866969,-0.03552461207340025
0.289,-0.1395680891636601,-0.1941467382131361,-0.03906811587130315,-0.035646605095029225
0.29,-0.16278445563182037,-0.19412430246904264,-0.08301901440008055,-0.03576858404394305
0.291,-0.1848284937211682,-0.19410179008774886,0.003747045605862226,-0.03589054887198636
0.292,-0.19394163385128446,-0.19407920107814236,-0.1031645959386969,-0.03601249953100937
0.293,-0.19105747506612455,-0.1940565354491409,-0.055289318738647855,-0.0361344359728679
0.294,-0.1848330967698621,-0.1940337932096925,0.03545532227754337,-0.03625635814942336
0.295,-0.23390517222165919,-0.19401097436877543,0.008642941935564245,-0.03637826601254282
0.296,-0.20242574384176087,-0.19398807893539824,-0.05016417368657085,-0.03650015951409897
0.297,-0.2126336307501334,-0.19396510691859964,-0.021186827924726766,-0.0366220386059702
0.298,-0.2051910462189954,-0.19394205832744868,-0.062073775190760946,-0.036743903240040565
0.299,-0.1840389729672847,-0.1939189331710445,-0.010435013194907871,-0.03686575336819985
0.3,-0.21655827921180254,-0.19389573145851663,-0.015615943189829617,-0.03698758894234354
0.301,-0.135433164870407,-0.19387245319902466,-0.049612149993262605,-0.037109409914372886
0.302,-0.2405802333682569,-0.19384909840175854,-0.03407232501881509,-0.0372312162361949
0.303,-0.21073849619607996,-0.19382566707593832,0.04965663660968212,-0.03735300785972238
0.304,-0.16962257823108332,-0.19380215923081437,-0.08100457498448199,-0.0374747847368739
0.305,-0.17760302079261095,-0.1937785748756672,-0.022957725655814505,-0.0375965468195739
0.306,-0.2241897523400205,-0.1937549140198075,-0.011119822091239202,-0.037718294059752626
0.307,-0.1671012173657378,-0.19373117667257625,0.03139777959658125,-0.0378400264093462
0.308,-0.1892992235900305,-0.19370736284334455,-0.053884767216538926,-0.03796174382029662
0.309,-0.1830297690737244,-0.19368347254151372,-0.059367737839003044,-0.03808344624455179
0.31,-0.18914534138851077,-0.1936595057765153,-0.016565534119337352,-0.03820513363406549
0.311,-0.23275688955378096,-0.19363546255781097,-0.06586988037327586,-0.03832680594079749
0.312,-0.14663377397654093,-0.19361134289489262,-0.0702886445235251,-0.03844846311671348
0.313,-0.2995834749906937,-0.1935871467972823,-0.08015454141773298,-0.03857010511378514
