time,ax_measure,ax_ideal
6.192,0.37800342350578214,0.36662829299159233
6.1930000000000005,0.40435068231491594,0.36720091762926077
6.194,0.34475453474227064,0.3677709744430061
6.195,0.4299974115569643,0.36833846456149877
6.196,0.3752345837898486,0.3689033891299318
6.197,0.4174815646583858,0.36946574930998854
6.198,0.3566643404212097,0.37002554627979845
6.199,0.372455318723309,0.3705827812339017
6.2,0.3580513136129925,0.3711374553832115
6.2010000000000005,0.4198770806838935,0.3716895699549729
6.202,0.3733802412321523,0.3722391261927245
6.203,0.3695352596358036,0.37278612535626204
6.204,0.3353672449588103,0.37333056872159565
6.205,0.3584097133762463,0.3738724575809145
6.206,0.39793717350801366,0.3744117932425446
6.207,0.3757658776525136,0.3749485770309104
6.208,0.4056151525835806,0.37548281028649766
6.2090000000000005,0.38073663296506394,0.37601449436581075
6.21,0.3347853943040653,0.37654363064133406
6.211,0.3558027039324781,0.3770702205014947
6.212,0.3934463301385587,0.3775942653506188
6.213,0.4148814513573981,0.37811576660889573
6.214,0.38596129167977905,0.37863472571233503
6.215,0.33309381109355923,0.37915114411272705
6.216,0.4142466220906792,0.37966502327760565
6.2170000000000005,0.36022244499788947,0.3801763646902039
6.218,0.383544736256439,0.380685169849416
6.219,0.42282395384277466,0.38119144026975793
6.22,0.42919673717555434,0.3816951774813239
6.221,0.39273748550035825,0.38219638302974956
6.222,0.3600592893305625,0.38269505847616825
6.223,0.4097024726951081,0.3831912053971718
6.224,0.3265341466446273,0.3836848253847702
6.2250000000000005,0.37102559300863747,0.3841759200463493
6.226,0.3964964957155438,0.3846644910046307
6.227,0.410501757037115,0.3851505398976315
6.228,0.4120186381244269,0.38563406837862096
6.229,0.42616972278515974,0.3861150781160826
6.23,0.39454503863446605,0.3865935707936694
6.231,0.34336775112065915,0.3870695481101641
6.232,0.381654458877304,0.38754301177943956
6.2330000000000005,0.35960645294484866,0.3880139635304135
6.234,0.395029943777508,0.3884824051070093
6.235,0.36328152305539746,0.38894833826811526
6.236,0.41683456503023664,0.3894117647875394
6.237,0.3674037828173392,0.38987268645397194
6.238,0.3850540478336851,0.3903311050709395
6.239,0.3736428756415025,0.39078702245676533
6.24,0.4114447526378338,0.3912404404445277
6.2410000000000005,0.4266240426067898,0.3916913608820159
6.242,0.43919210453653784,0.39213978563168894
6.243,0.40595453294181993,0.3925857165706346
6.244,0.4358314937237976,0.39302915559052437
6.245,0.3653541433644409,0.3934701045975739
6.246,0.36622096104019514,0.3939085655124986
6.247,0.43231677627568277,0.3943445402704709
6.248,0.3652365833922792,0.3947780308210805
6.2490000000000006,0.423098120491821,0.3952090391282878
6.25,0.36023458056741686,0.3956375671703831
6.251,0.4386990713635986,0.3960636169399452
6.252,0.48784742714979396,0.39648719044379477
6.253,0.4536556338569651,0.396908289702956
6.2540000000000004,0.4359203627372885,0.3973269167526092
6.255,0.42658833337328633,0.39774307364205047
6.256,0.4020798494078129,0.39815676243464804
6.257000000000001,0.3807134930823015,0.39856798520779874
6.258,0.4006802812682654,0.398976744052884
6.259,0.3781863199562793,0.3993830410752288
6.26,0.4604502098449188,0.3997868783940554
6.261,0.42749628434953546,0.40018825814244224
6.2620000000000005,0.38617964278536165,0.40058718246727903
6.263,0.404879442447288,0.40098365352922305
6.264,0.4086454964909246,0.4013776735026575
6.265000000000001,0.4596164645752355,0.4017692445756452
6.266,0.3822875697755889,0.4021583689498859
6.267,0.3950020655478735,0.4025450488406737
6.268,0.40225376964555576,0.40292928647685067
6.269,0.3778047965472989,0.4033110841007656
6.2700000000000005,0.37917907103686516,0.4036904439682275
6.271,0.33967491945848505,0.40406736834846335
6.272,0.4081579287248047,0.4044418595240738
6.273,0.3804580098548748,0.4048139197909878
6.274,0.39448583327050907,0.40518355145842005
6.275,0.43045319342935195,0.40555075684882547
6.276,0.3890367111526998,0.40591553829785504
6.277,0.41743252245013324,0.40627789815431303
6.2780000000000005,0.355123645195227,0.40663783878011006
6.279,0.42198551628561526,0.40699536255022
6.28,0.45383526145911013,0.4073504718526364
6.281,0.4125171816414872,0.40770316908832566
6.282,0.4061855736486589,0.4080534566711846
6.283,0.4728410769379198,0.4084013370279945
6.284,0.3797817144633698,0.40874681259837625
6.285,0.42021284762104877,0.4090898858347472
6.2860000000000005,0.3845462678066429,0.4094305592022746
6.287,0.455477547164986,0.40976883517883095
6.288,0.38273201563494286,0.4101047162549509
6.289,0.37810835872240856,0.4104382049337838
6.29,0.3913938334573708,0.4107693037310508
6.291,0.43914098637825955,0.41109801517499833
6.292,0.34448971349309054,0.4114243418063536
6.293,0.39799553993743125,0.41174828617828085
6.2940000000000005,0.42494722148988534,0.41206985085633346
6.295,0.40579401838311546,0.41238903841841057
6.296,0.4360095158956456,0.4127058514547123
6.297,0.4463249306546337,0.41302029256769224
6.298,0.3898802114566158,0.4133323643720157
6.299,0.40901476493093925,0.4136420694945102
6.3,0.41599331856656663,0.41394941057412316
6.301,0.4470697710487848,0.4142543902618756
6.3020000000000005,0.37524734352254524,0.4145570112208164
6.303,0.39146946829289214,0.41485727612597645
6.304,0.39227745990744545,0.4151551876643251
6.305,0.46364160953546524,0.415450748534721
6.306,0.4263253243050456,0.4157439614478707
6.307,0.4347465726742709,0.41603482912627965
6.308,0.3936854077796897,0.41632335430420847
6.309,0.4316826294812494,0.4166095397276268
6.3100000000000005,0.3490795516599723,0.4168933881541668
6.311,0.42103835971759057,0.4171749023530784
6.312,0.4118741823916987,0.417454085105183
6.313,0.39551055076914465,0.4177309392028278
6.314,0.4558380860301126,0.41800546744984046
6.315,0.40279278904914667,0.4182776726614816
6.316,0.4088091591795936,0.4185475576644005
6.317,0.4280022158881428,0.4188151252965893
6.3180000000000005,0.4196340305977008,0.41908037840733553
6.319,0.49480587634515216,0.41934331985717693
6.32,0.3973091990578923,0.41960395251785615
6.321,0.44128701570346224,0.4198622792722731
6.322,0.4160475959062436,0.4201183030144411
6.323,0.39091254781883844,0.4203720266494382
6.324,0.4145676632027748,0.4206234530933632
6.325,0.36083325975512426,0.4208725852732883
6.3260000000000005,0.4342226300061122,0.4211194261272137
